Trip ID,Pickup Date,Pickup Time,Pickup Location,Dropoff Location,Passenger Count,Total Bookings,Booking Value,Trip Distance,Vehicle,Payment_type
7275,2024-06-03 00:00:00,1899-12-30 11:42:08,Yorkville East,Kips Bay,1,1.0,$15.0,4.07,Uber Comfort,Uber Pay
7276,2024-06-03 00:00:00,1899-12-30 12:50:54,Manhattanville,East Harlem South,1,1.0,$14.6,2.5,Uber Green,Uber Pay
7277,2024-06-03 00:00:00,1899-12-30 12:05:44,Lincoln Square East,Midtown East,1,1.0,$7.0,1.2,UberXL,Uber Pay
7278,2024-06-03 00:00:00,1899-12-30 12:14:32,Yorkville East,Midtown Center,2,1.0,$14.5,2.6,Uber Comfort,Uber Pay
7279,2024-06-03 00:00:00,1899-12-30 12:59:21,Lenox Hill East,Lincoln Square West,2,1.0,$13.0,2.3,UberX,Uber Pay
7281,2024-06-03 00:00:00,1899-12-30 12:38:24,Flatiron,SoHo,1,1.0,$9.1,1.7,UberXL,Uber Pay
7282,2024-06-03 00:00:00,1899-12-30 12:48:36,Flatiron,Hudson Sq,2,1.0,$10.0,1.79,UberX,Uber Pay
7284,2024-06-03 00:00:00,1899-12-30 12:05:35,Lincoln Square West,Lenox Hill East,1,1.0,$11.0,2.2,UberXL,Uber Pay
7285,2024-06-03 00:00:00,1899-12-30 12:29:38,Lenox Hill West,LaGuardia Airport,3,1.0,$26.0,6.42,UberX,Uber Pay
7286,2024-06-03 00:00:00,1899-12-30 12:54:13,Lenox Hill East,Lenox Hill East,1,1.0,$8.0,1.1,UberX,Cash
7287,2024-06-03 00:00:00,1899-12-30 12:57:16,Lincoln Square East,Upper West Side South,2,1.0,$7.0,1.3,UberXL,Cash
7291,2024-06-03 00:00:00,1899-12-30 12:28:25,Yorkville East,East Harlem South,1,1.0,$8.5,1.05,UberX,Uber Pay
7293,2024-06-03 00:00:00,1899-12-30 12:12:49,Lenox Hill West,Times Sq/Theatre District,1,1.0,$12.0,2,UberX,Uber Pay
7294,2024-06-03 00:00:00,1899-12-30 11:59:12,Sutton Place/Turtle Bay North,Garment District,1,1.0,$10.0,1.59,Uber Black,Uber Pay
7295,2024-06-03 00:00:00,1899-12-30 12:06:40,Sutton Place/Turtle Bay North,Yorkville West,1,1.0,$8.0,1.8,Uber Green,Uber Pay
7296,2024-06-03 00:00:00,1899-12-30 12:03:00,Financial District South,East Harlem North,1,1.0,$32.7,8.8,UberX,Uber Pay
7297,2024-06-03 00:00:00,1899-12-30 12:13:07,Upper West Side North,Manhattan Valley,1,1.0,$7.3,1.09,UberX,Uber Pay
7298,2024-06-03 00:00:00,1899-12-30 12:24:20,Lenox Hill East,Yorkville West,1,1.0,$5.5,1.18,Uber Black,Cash
7302,2024-06-03 00:00:00,1899-12-30 12:04:04,East Harlem South,Upper West Side North,1,1.0,$9.7,1.7,Uber Comfort,Uber Pay
7303,2024-06-03 00:00:00,1899-12-30 12:21:28,East Harlem South,Yorkville West,1,1.0,$12.7,1.6,UberX,Uber Pay
7304,2024-06-03 00:00:00,1899-12-30 12:23:40,West Village,Upper East Side South,1,1.0,$19.2,3.78,Uber Comfort,Uber Pay
7305,2024-06-03 00:00:00,1899-12-30 12:32:21,Meatpacking/West Village West,Upper West Side South,2,1.0,$21.5,4.35,Uber Black,Uber Pay
7306,2024-06-03 00:00:00,1899-12-30 12:56:55,Bloomingdale,Yorkville West,2,1.0,$18.7,3.23,UberX,Uber Pay
7308,2024-06-03 00:00:00,1899-12-30 12:22:12,Manhattan Valley,Morningside Heights,1,1.0,$9.0,1.75,UberX,Cash
7309,2024-06-03 00:00:00,1899-12-30 12:41:17,Bloomingdale,Lenox Hill East,1,1.0,$17.0,3.59,Uber Black,Cash
7310,2024-06-03 00:00:00,1899-12-30 12:06:33,Central Park,South Jamaica,2,1.0,$40.0,13.1,Uber Green,Cash
7313,2024-06-03 00:00:00,1899-12-30 12:52:31,Lenox Hill East,Upper East Side North,1,1.0,$13.3,1.66,UberX,Uber Pay
7314,2024-06-03 00:00:00,1899-12-30 12:58:35,Garment District,Lenox Hill West,1,1.0,$9.5,1.92,UberX,Cash
7315,2024-06-03 00:00:00,1899-12-30 12:50:09,Lincoln Square West,Greenpoint,1,1.0,$20.0,5.27,UberX,Uber Pay
7316,2024-06-03 00:00:00,1899-12-30 12:57:38,Clinton East,Mott Haven/Port Morris,2,1.0,$21.5,6.81,Uber Green,Cash
7317,2024-06-03 00:00:00,1899-12-30 12:57:14,LaGuardia Airport,East Concourse/Concourse Village,1,1.0,$40.4,10.52,UberXL,Uber Pay
7318,2024-06-03 00:00:00,1899-12-30 12:54:16,Murray Hill,Midtown East,2,1.0,$9.4,1.13,UberX,Uber Pay
7319,2024-06-03 00:00:00,1899-12-30 12:58:11,Midtown Center,Union Sq,4,1.0,$8.7,1.95,Uber Black,Uber Pay
7320,2024-06-03 00:00:00,1899-12-30 12:21:58,Clinton East,Flatiron,1,1.0,$7.9,1.21,UberX,Uber Pay
7321,2024-06-03 00:00:00,1899-12-30 12:11:58,Yorkville East,Midtown Center,1,1.0,$16.5,3,Uber Black,Uber Pay
7322,2024-06-03 00:00:00,1899-12-30 12:41:27,East Harlem South,Central Harlem,1,1.0,$8.5,1.35,UberX,Uber Pay
7323,2024-06-03 00:00:00,1899-12-30 12:48:58,Upper East Side North,Seaport,1,1.0,$30.1,7.8,UberX,Uber Pay
7324,2024-06-03 00:00:00,1899-12-30 12:35:59,Central Park,Union Sq,2,1.0,$12.1,2.42,Uber Black,Uber Pay
7325,2024-06-03 00:00:00,1899-12-30 12:11:26,Upper East Side North,Two Bridges/Seward Park,1,1.0,$19.0,6.09,Uber Black,Cash
7326,2024-06-03 00:00:00,1899-12-30 12:52:01,West Village,Upper West Side North,1,1.0,$19.3,4.3,Uber Green,Uber Pay
7327,2024-06-03 00:00:00,1899-12-30 12:08:08,East Chelsea,Little Italy/NoLiTa,1,1.0,$13.5,3,UberX,Uber Pay
7328,2024-06-03 00:00:00,1899-12-30 12:44:56,Brownsville,Brownsville,3,1.0,$6.5,1.09,Uber Comfort,Cash
7330,2024-06-03 00:00:00,1899-12-30 12:07:21,East Harlem South,Penn Station/Madison Sq West,1,1.0,$15.0,3.8,Uber Black,Cash
7331,2024-06-03 00:00:00,1899-12-30 12:04:19,Midtown Center,Murray Hill,1,1.0,$7.7,1.09,Uber Green,Uber Pay
7332,2024-06-03 00:00:00,1899-12-30 12:53:25,Bloomingdale,Times Sq/Theatre District,1,1.0,$14.5,3.75,Uber Black,Uber Pay
7333,2024-06-03 00:00:00,1899-12-30 12:54:50,Kips Bay,Yorkville East,1,1.0,$16.3,3.65,Uber Black,Uber Pay
7334,2024-06-03 00:00:00,1899-12-30 12:03:47,West Village,Upper East Side North,1,1.0,$19.6,4.06,Uber Green,Uber Pay
7335,2024-06-03 00:00:00,1899-12-30 12:58:52,Midtown South,Yorkville East,1,1.0,$16.0,3.5,Uber Comfort,Cash
7336,2024-06-03 00:00:00,1899-12-30 12:17:08,Upper East Side North,East Harlem South,1,1.0,$7.5,1.4,UberX,Cash
7337,2024-06-03 00:00:00,1899-12-30 12:37:23,Midtown Center,Lenox Hill East,1,1.0,$12.7,1.83,UberX,Uber Pay
7339,2024-06-03 00:00:00,1899-12-30 12:34:21,Washington Heights South,Lenox Hill East,1,1.0,$28.9,8.2,Uber Black,Uber Pay
7340,2024-06-03 00:00:00,1899-12-30 12:13:13,Midtown Center,Upper East Side South,1,1.0,$9.7,1.31,UberXL,Uber Pay
7341,2024-06-03 00:00:00,1899-12-30 12:34:15,Lincoln Square West,East Harlem South,1,1.0,$11.0,3,UberXL,Cash
7342,2024-06-03 00:00:00,1899-12-30 09:02:01,Lenox Hill West,Brooklyn Heights,5,1.0,$27.5,7.56,Uber Green,Uber Pay
7343,2024-06-03 00:00:00,1899-12-30 12:30:08,Yorkville West,Kips Bay,1,1.0,$14.5,2.8,UberXL,Uber Pay
7344,2024-06-03 00:00:00,1899-12-30 12:18:26,Upper East Side North,Gramercy,1,1.0,$20.5,4.55,UberXL,Uber Pay
7345,2024-06-03 00:00:00,1899-12-30 12:18:01,Manhattan Valley,Manhattan Valley,1,1.0,$2.5,1.7,UberXL,Amazon Pay
7346,2024-06-03 00:00:00,1899-12-30 12:40:21,Lenox Hill East,Lower East Side,1,1.0,$18.1,4.5,Uber Green,Uber Pay
7347,2024-06-03 00:00:00,1899-12-30 12:09:36,Clinton East,Upper West Side South,1,1.0,$6.5,1.55,Uber Comfort,Cash
7349,2024-06-03 00:00:00,1899-12-30 12:09:32,Lenox Hill East,Coney Island,1,1.0,$50.0,16.34,Uber Green,Cash
7350,2024-06-03 00:00:00,1899-12-30 12:24:18,UN/Turtle Bay South,Sunset Park West,1,1.0,$46.3,13.27,UberX,Uber Pay
7351,2024-06-03 00:00:00,1899-12-30 12:57:07,Murray Hill,South Williamsburg,1,1.0,$20.0,4.95,Uber Black,Cash
7352,2024-06-03 00:00:00,1899-12-30 12:57:02,LaGuardia Airport,Parkchester,2,1.0,$44.5,14.4,Uber Comfort,Cash
7353,2024-06-03 00:00:00,1899-12-30 12:43:05,Bloomingdale,Gramercy,1,1.0,$26.2,6.18,UberX,Uber Pay
7354,2024-06-03 00:00:00,1899-12-30 12:25:28,Sutton Place/Turtle Bay North,Central Park,1,1.0,$10.0,2.06,UberXL,Cash
7355,2024-06-03 00:00:00,1899-12-30 12:33:47,Mariners Harbor,Mariners Harbor,2,1.0,$7.5,1.57,UberXL,Cash
7356,2024-06-03 00:00:00,1899-12-30 12:24:50,East Harlem South,Lenox Hill West,1,1.0,$9.0,2.07,Uber Black,Cash
7357,2024-06-03 00:00:00,1899-12-30 12:05:04,East Harlem South,Melrose South,1,1.0,$13.0,3.02,UberX,Cash
7358,2024-06-03 00:00:00,1899-12-30 12:53:54,East Harlem North,East Harlem North,1,1.0,$7.5,1.49,Uber Green,Cash
7359,2024-06-03 00:00:00,1899-12-30 12:01:15,Union Sq,Upper West Side North,1,1.0,$14.0,3.82,UberXL,Cash
7360,2024-06-03 00:00:00,1899-12-30 12:22:37,Upper West Side South,Lincoln Square West,1,1.0,$9.1,1.37,UberX,Uber Pay
7361,2024-06-03 00:00:00,1899-12-30 12:38:49,Penn Station/Madison Sq West,Gramercy,2,1.0,$7.7,1.08,Uber Green,Uber Pay
7362,2024-06-03 00:00:00,1899-12-30 12:39:33,Upper East Side North,Upper West Side South,1,1.0,$11.4,1.78,Uber Black,Uber Pay
7364,2024-06-03 00:00:00,1899-12-30 12:43:50,Lenox Hill East,East Harlem South,2,1.0,$10.9,1.8,Uber Black,Uber Pay
7365,2024-06-03 00:00:00,1899-12-30 12:15:48,NV,Greenwich Village North,1,1.0,$19.0,5,Uber Green,Cash
7366,2024-06-03 00:00:00,1899-12-30 12:38:17,Lincoln Square East,Upper West Side North,2,1.0,$8.0,1.59,UberXL,Uber Pay
7367,2024-06-03 00:00:00,1899-12-30 12:24:46,East Harlem North,University Heights/Morris Heights,2,1.0,$15.5,4.4,UberX,Cash
7368,2024-06-03 00:00:00,1899-12-30 12:38:34,Upper East Side North,Central Harlem,4,1.0,$10.0,2.01,UberX,Cash
7369,2024-06-03 00:00:00,1899-12-30 12:36:29,East Harlem South,East Harlem North,1,1.0,$8.5,1.7,Uber Green,Cash
7370,2024-06-03 00:00:00,1899-12-30 12:31:41,Yorkville East,East Harlem North,2,1.0,$9.0,2.68,UberX,Cash
7371,2024-06-03 00:00:00,1899-12-30 12:31:03,Kips Bay,Two Bridges/Seward Park,1,1.0,$9.5,2.73,Uber Green,Cash
7372,2024-06-03 00:00:00,1899-12-30 12:13:16,Upper East Side North,Upper East Side South,1,1.0,$9.0,1.48,UberX,Uber Pay
7373,2024-06-03 00:00:00,1899-12-30 12:33:35,Kips Bay,Lenox Hill West,1,1.0,$11.5,2.3,Uber Comfort,Uber Pay
7374,2024-06-03 00:00:00,1899-12-30 12:02:48,Kips Bay,Steinway,1,1.0,$23.5,5.31,Uber Green,Uber Pay
7375,2024-06-03 00:00:00,1899-12-30 11:48:50,Midtown East,Gramercy,1,1.0,$9.1,1.85,Uber Green,Uber Pay
7377,2024-06-03 00:00:00,1899-12-30 12:08:12,Bloomingdale,Lenox Hill West,4,1.0,$16.3,3.49,Uber Black,Uber Pay
7379,2024-06-03 00:00:00,1899-12-30 13:00:41,East Harlem South,Upper West Side South,1,1.0,$9.6,1.65,Uber Green,Uber Pay
7382,2024-06-03 00:00:00,1899-12-30 12:52:17,Central Harlem North,East Harlem South,1,1.0,$12.2,1.94,UberX,Uber Pay
7384,2024-06-03 00:00:00,1899-12-30 12:46:22,Midtown Center,Upper East Side South,1,1.0,$6.5,1.3,UberX,Cash
7385,2024-06-03 00:00:00,1899-12-30 12:40:47,Upper West Side North,Clinton East,1,1.0,$10.9,1.83,Uber Black,Uber Pay
7387,2024-06-03 00:00:00,1899-12-30 12:34:58,Clinton East,Murray Hill,2,1.0,$12.5,1.17,Uber Black,Uber Pay
7388,2024-06-03 00:00:00,1899-12-30 12:29:45,East Village,East Harlem South,5,1.0,$20.8,4.52,Uber Comfort,Uber Pay
7389,2024-06-03 00:00:00,1899-12-30 12:14:27,Lenox Hill East,Midtown North,1,1.0,$11.7,2.15,UberX,Uber Pay
7390,2024-06-03 00:00:00,1899-12-30 12:36:05,Lincoln Square East,East Chelsea,1,1.0,$7.9,1.29,Uber Comfort,Uber Pay
7391,2024-06-03 00:00:00,1899-12-30 12:36:40,Union Sq,West Chelsea/Hudson Yards,1,1.0,$7.5,1.4,UberX,Amazon Pay
7392,2024-06-03 00:00:00,1899-12-30 12:08:20,Yorkville West,Lincoln Square East,1,1.0,$10.0,2.32,Uber Black,Cash
7393,2024-06-03 00:00:00,1899-12-30 12:35:35,Manhattan Valley,Central Harlem,4,1.0,$8.6,1.3,Uber Comfort,Uber Pay
7394,2024-06-03 00:00:00,1899-12-30 12:31:58,Kips Bay,East Village,3,1.0,$7.3,1.22,Uber Green,Uber Pay
7395,2024-06-03 00:00:00,1899-12-30 12:48:38,UN/Turtle Bay South,Lincoln Square West,3,1.0,$17.9,3.4,Uber Black,Uber Pay
7396,2024-06-03 00:00:00,1899-12-30 12:21:07,Midtown Center,Manhattanville,1,1.0,$25.3,5.99,UberX,Uber Pay
7397,2024-06-03 00:00:00,1899-12-30 12:02:05,Midtown North,East Village,1,1.0,$13.5,3.5,Uber Black,Cash
7398,2024-06-03 00:00:00,1899-12-30 12:35:48,Lenox Hill East,Williamsburg (South Side),1,1.0,$20.5,6.2,UberX,Cash
7399,2024-06-03 00:00:00,1899-12-30 12:25:07,East Harlem North,East Harlem North,1,1.0,$7.5,1.1,Uber Comfort,Cash
7400,2024-06-03 00:00:00,1899-12-30 12:06:37,NV,NV,1,1.0,$9.0,1.2,UberX,Uber Pay
7401,2024-06-03 00:00:00,1899-12-30 12:10:47,Lincoln Square East,Yorkville West,1,1.0,$12.0,2.73,UberX,Uber Pay
7402,2024-06-03 00:00:00,1899-12-30 12:41:22,Van Nest/Morris Park,Coney Island,1,1.0,$87.3,29.03,UberX,Uber Pay
7403,2024-06-03 00:00:00,1899-12-30 12:09:29,Lenox Hill West,Upper East Side North,1,1.0,$7.9,1.07,UberX,Uber Pay
7404,2024-06-03 00:00:00,1899-12-30 12:17:40,Upper East Side North,East Harlem North,1,1.0,$12.0,2.25,UberX,Uber Pay
7405,2024-06-03 00:00:00,1899-12-30 12:58:11,Upper East Side North,Midtown East,1,1.0,$9.1,1.37,Uber Black,Uber Pay
7406,2024-06-03 00:00:00,1899-12-30 12:28:56,Central Harlem,Upper East Side North,1,1.0,$10.0,2.36,UberXL,Cash
7407,2024-06-03 00:00:00,1899-12-30 12:38:40,Manhattan Valley,Central Harlem North,1,1.0,$10.8,1.72,Uber Green,Uber Pay
7408,2024-06-03 00:00:00,1899-12-30 12:24:17,West Village,Financial District North,1,1.0,$11.0,1.9,Uber Black,Uber Pay
7409,2024-06-03 00:00:00,1899-12-30 12:37:45,Financial District South,Alphabet City,1,1.0,$11.0,3.1,UberX,Cash
7410,2024-06-03 00:00:00,1899-12-30 12:06:28,Murray Hill,West Village,2,1.0,$13.3,2.46,UberX,Uber Pay
7411,2024-06-03 00:00:00,1899-12-30 12:31:51,Greenwich Village North,Lincoln Square East,1,1.0,$14.5,3.2,Uber Green,Uber Pay
7412,2024-06-03 00:00:00,1899-12-30 12:23:52,Yorkville West,Lincoln Square East,1,1.0,$22.9,3.63,UberXL,Uber Pay
7414,2024-06-03 00:00:00,1899-12-30 12:27:46,UN/Turtle Bay South,Union Sq,1,1.0,$9.3,1.6,Uber Green,Uber Pay
7415,2024-06-03 00:00:00,1899-12-30 12:03:44,Midtown Center,Upper East Side North,2,1.0,$8.0,2.05,UberX,Cash
7416,2024-06-03 00:00:00,1899-12-30 12:27:30,Lenox Hill West,Upper West Side North,1,1.0,$9.5,2.35,UberXL,Cash
7417,2024-06-03 00:00:00,1899-12-30 12:34:24,Clinton East,Flatiron,1,1.0,$9.7,1.9,UberX,Uber Pay
7418,2024-06-03 00:00:00,1899-12-30 12:25:43,Clinton East,Manhattan Valley,1,1.0,$13.5,2.6,UberXL,Uber Pay
7419,2024-06-03 00:00:00,1899-12-30 12:45:36,Manhattan Valley,East Harlem South,1,1.0,$11.9,1.5,Uber Green,Uber Pay
7420,2024-06-03 00:00:00,1899-12-30 12:43:14,Upper East Side North,Upper West Side South,1,1.0,$8.3,1.2,UberXL,Uber Pay
7422,2024-06-03 00:00:00,1899-12-30 12:25:13,Yorkville West,Upper West Side North,1,1.0,$10.9,1.91,Uber Black,Uber Pay
7423,2024-06-03 00:00:00,1899-12-30 12:21:59,East Village,Upper West Side South,1,1.0,$24.1,5.2,UberXL,Uber Pay
7424,2024-06-03 00:00:00,1899-12-30 12:53:35,Upper West Side South,Central Park,1,1.0,$10.1,1.2,Uber Comfort,Uber Pay
7425,2024-06-03 00:00:00,1899-12-30 12:29:47,Upper East Side North,Upper West Side South,1,1.0,$7.0,1.33,Uber Black,Cash
7426,2024-06-03 00:00:00,1899-12-30 12:46:28,Central Park,Lincoln Square East,1,1.0,$6.5,1.1,Uber Green,Cash
7427,2024-06-03 00:00:00,1899-12-30 12:29:25,Upper West Side South,Stuy Town/Peter Cooper Village,1,1.0,$18.0,4.4,Uber Green,Uber Pay
7428,2024-06-03 00:00:00,1899-12-30 12:12:36,Bloomingdale,Manhattanville,1,1.0,$10.8,2,UberXL,Uber Pay
7429,2024-06-03 00:00:00,1899-12-30 12:41:09,East Chelsea,Upper East Side North,1,1.0,$16.3,3.82,UberX,Uber Pay
7430,2024-06-03 00:00:00,1899-12-30 12:17:16,Lenox Hill East,Queensbridge/Ravenswood,6,1.0,$12.5,3.15,UberX,Cash
7431,2024-06-03 00:00:00,1899-12-30 11:54:01,Penn Station/Madison Sq West,West Village,1,1.0,$7.0,1.56,UberXL,Cash
7432,2024-06-03 00:00:00,1899-12-30 12:49:00,Morningside Heights,Central Harlem,1,1.0,$8.0,1.3,Uber Black,Cash
7434,2024-06-03 00:00:00,1899-12-30 12:15:21,Gramercy,Garment District,1,1.0,$7.5,1.55,Uber Comfort,Cash
7435,2024-06-03 00:00:00,1899-12-30 12:18:03,Upper West Side North,East Harlem North,1,1.0,$11.0,2.7,UberXL,Uber Pay
7436,2024-06-03 00:00:00,1899-12-30 12:24:02,Midtown South,Hudson Sq,1,1.0,$10.7,2.01,UberXL,Uber Pay
7437,2024-06-03 00:00:00,1899-12-30 12:50:58,Murray Hill,Upper East Side North,1,1.0,$13.3,2.29,UberXL,Uber Pay
7438,2024-06-03 00:00:00,1899-12-30 12:35:46,Upper West Side South,Garment District,2,1.0,$14.6,2.63,Uber Black,Uber Pay
7439,2024-06-03 00:00:00,1899-12-30 12:36:34,Midtown Center,Upper East Side South,1,1.0,$19.5,4.2,UberXL,Uber Pay
7440,2024-06-03 00:00:00,1899-12-30 12:45:43,Midtown Center,Manhattan Valley,1,1.0,$16.9,4.09,UberX,Uber Pay
7442,2024-06-03 00:00:00,1899-12-30 12:57:26,Penn Station/Madison Sq West,Upper West Side South,3,1.0,$14.0,2.55,UberX,Uber Pay
7443,2024-06-03 00:00:00,1899-12-30 12:28:12,LaGuardia Airport,Baisley Park,1,1.0,$28.0,9.2,UberXL,Cash
7444,2024-06-03 00:00:00,1899-12-30 12:39:42,East Chelsea,Union Sq,6,1.0,$10.3,1.39,UberX,Uber Pay
7445,2024-06-03 00:00:00,1899-12-30 12:50:00,Union Sq,World Trade Center,6,1.0,$13.2,2.68,Uber Black,Uber Pay
7447,2024-06-03 00:00:00,1899-12-30 12:20:33,Lincoln Square West,Midtown East,1,1.0,$13.3,2,Uber Green,Uber Pay
7448,2024-06-03 00:00:00,1899-12-30 12:46:54,Lincoln Square East,Clinton West,1,1.0,$10.7,1.4,UberX,Uber Pay
7449,2024-06-03 00:00:00,1899-12-30 12:51:27,Murray Hill,Lenox Hill East,1,1.0,$8.5,1.9,Uber Comfort,Cash
7450,2024-06-03 00:00:00,1899-12-30 12:17:08,Clinton East,East Chelsea,1,1.0,$6.0,1.1,Uber Comfort,Cash
7451,2024-06-03 00:00:00,1899-12-30 12:02:55,Union Sq,Sutton Place/Turtle Bay North,1,1.0,$15.7,2.9,UberX,Uber Pay
7452,2024-06-03 00:00:00,1899-12-30 12:35:36,Times Sq/Theatre District,Downtown Brooklyn/MetroTech,1,1.0,$20.0,5.1,UberX,Cash
7453,2024-06-03 00:00:00,1899-12-30 12:35:23,Upper East Side North,Lenox Hill East,1,1.0,$10.2,1.3,UberX,Uber Pay
7454,2024-06-03 00:00:00,1899-12-30 12:02:59,Lincoln Square East,Times Sq/Theatre District,1,1.0,$7.5,1.82,Uber Green,Cash
7455,2024-06-03 00:00:00,1899-12-30 12:43:44,Sutton Place/Turtle Bay North,East Harlem South,1,1.0,$10.5,2.32,Uber Green,Uber Pay
7456,2024-06-03 00:00:00,1899-12-30 12:01:50,Garment District,Upper East Side South,2,1.0,$10.4,1.74,Uber Comfort,Uber Pay
7457,2024-06-03 00:00:00,1899-12-30 12:33:11,Upper East Side North,Manhattan Valley,1,1.0,$8.5,1.7,Uber Green,Google Pay
7458,2024-06-03 00:00:00,1899-12-30 12:05:30,Upper East Side North,Midtown East,1,1.0,$9.0,1.5,UberX,Uber Pay
7459,2024-06-03 00:00:00,1899-12-30 12:38:08,UN/Turtle Bay South,Lenox Hill East,1,1.0,$7.5,1.56,Uber Comfort,Cash
7460,2024-06-03 00:00:00,1899-12-30 12:26:32,Upper West Side South,Times Sq/Theatre District,1,1.0,$10.5,2.5,Uber Black,Cash
7461,2024-06-03 00:00:00,1899-12-30 12:16:57,East Harlem South,Central Harlem,1,1.0,$7.0,1.01,UberX,Uber Pay
7462,2024-06-03 00:00:00,1899-12-30 12:00:24,Yorkville West,Central Park,1,1.0,$12.1,1.5,Uber Comfort,Uber Pay
7463,2024-06-03 00:00:00,1899-12-30 12:10:22,Midtown South,Upper East Side North,1,1.0,$13.5,2.78,Uber Green,Uber Pay
7464,2024-06-03 00:00:00,1899-12-30 12:55:42,Meatpacking/West Village West,Two Bridges/Seward Park,1,1.0,$18.5,4.8,Uber Green,Cash
7465,2024-06-03 00:00:00,1899-12-30 12:38:51,Sutton Place/Turtle Bay North,Central Park,1,1.0,$13.7,2.62,UberX,Uber Pay
7467,2024-06-03 00:00:00,1899-12-30 12:49:44,Lenox Hill West,East Harlem South,1,1.0,$11.0,2.3,UberX,Cash
7468,2024-06-03 00:00:00,1899-12-30 12:30:31,Murray Hill,Brooklyn Heights,1,1.0,$22.3,4.5,UberXL,Uber Pay
7469,2024-06-03 00:00:00,1899-12-30 12:14:52,Central Park,Upper West Side South,1,1.0,$9.4,1.5,Uber Black,Uber Pay
7470,2024-06-03 00:00:00,1899-12-30 12:42:15,Upper West Side North,Murray Hill,1,1.0,$15.0,3.8,UberXL,Cash
7471,2024-06-03 00:00:00,1899-12-30 12:23:08,Greenwich Village North,Lincoln Square East,1,1.0,$16.9,3.47,Uber Comfort,Uber Pay
7472,2024-06-03 00:00:00,1899-12-30 12:07:30,Central Harlem,Manhattan Valley,1,1.0,$6.0,1.12,UberX,Uber Pay
7475,2024-06-03 00:00:00,1899-12-30 12:31:56,Penn Station/Madison Sq West,Gramercy,1,1.0,$6.0,1.01,Uber Comfort,Uber Pay
7476,2024-06-03 00:00:00,1899-12-30 12:16:10,Murray Hill,Lenox Hill West,1,1.0,$10.3,1.5,Uber Comfort,Uber Pay
7479,2024-06-03 00:00:00,1899-12-30 12:40:22,Union Sq,Greenwich Village South,2,1.0,$8.3,1.32,UberXL,Uber Pay
7480,2024-06-03 00:00:00,1899-12-30 12:06:37,Upper East Side North,Lenox Hill East,1,1.0,$7.0,1.33,UberX,Cash
7483,2024-06-03 00:00:00,1899-12-30 12:11:46,Midtown South,Clinton East,2,1.0,$7.5,1.5,Uber Black,Cash
7484,2024-06-03 00:00:00,1899-12-30 12:37:47,Murray Hill,Midtown Center,1,1.0,$7.7,1.07,UberXL,Uber Pay
7485,2024-06-03 00:00:00,1899-12-30 12:35:34,Upper West Side North,Upper East Side North,1,1.0,$6.5,1.29,UberX,Cash
7486,2024-06-03 00:00:00,1899-12-30 12:24:15,East Harlem South,Lincoln Square East,1,1.0,$15.5,3.1,Uber Comfort,Uber Pay
7487,2024-06-03 00:00:00,1899-12-30 12:48:05,Penn Station/Madison Sq West,Kips Bay,1,1.0,$9.0,1.36,UberX,Cash
7488,2024-06-03 00:00:00,1899-12-30 12:29:55,Upper East Side South,Upper West Side South,1,1.0,$10.0,2.24,UberXL,Cash
7489,2024-06-03 00:00:00,1899-12-30 12:50:47,Midtown East,Clinton Hill,5,1.0,$31.5,7.98,Uber Comfort,Uber Pay
7491,2024-06-03 00:00:00,1899-12-30 12:41:17,Murray Hill,Midtown East,1,1.0,$7.7,1.05,UberX,Uber Pay
7492,2024-06-03 00:00:00,1899-12-30 12:44:13,Yorkville West,Boerum Hill,1,1.0,$35.8,9.1,UberX,Uber Pay
7493,2024-06-03 00:00:00,1899-12-30 12:30:36,Sunnyside,Central Harlem North,1,1.0,$26.5,6.78,Uber Comfort,Uber Pay
7494,2024-06-03 00:00:00,1899-12-30 12:31:14,Mount Hope,Mount Hope,1,1.0,$6.0,1.14,Uber Black,Cash
7495,2024-06-03 00:00:00,1899-12-30 13:43:07,Upper East Side North,Lincoln Square West,1,1.0,$12.7,1.9,Uber Comfort,Uber Pay
7496,2024-06-03 00:00:00,1899-12-30 13:15:45,Lincoln Square West,Upper East Side North,2,1.0,$15.2,2,UberX,Uber Pay
7497,2024-06-03 00:00:00,1899-12-30 13:23:17,Murray Hill,Lenox Hill East,1,1.0,$7.5,1.76,UberXL,Cash
7498,2024-06-03 00:00:00,1899-12-30 13:18:26,Upper East Side South,Washington Heights South,1,1.0,$21.5,6.3,UberXL,Cash
7499,2024-06-03 00:00:00,1899-12-30 13:05:46,Lenox Hill West,Upper West Side North,1,1.0,$11.4,2.2,UberXL,Uber Pay
7500,2024-06-03 00:00:00,1899-12-30 13:46:40,Clinton East,Crown Heights North,6,1.0,$36.8,9.38,Uber Black,Uber Pay
7501,2024-06-03 00:00:00,1899-12-30 13:57:23,East Village,Chinatown,1,1.0,$10.5,1.4,Uber Comfort,Uber Pay
7502,2024-06-03 00:00:00,1899-12-30 13:24:59,Lenox Hill East,Midtown Center,1,1.0,$13.3,2.2,UberXL,Uber Pay
7503,2024-06-03 00:00:00,1899-12-30 13:46:36,Flatiron,Greenwich Village North,1,1.0,$8.0,1.5,Uber Black,Cash
7504,2024-06-03 00:00:00,1899-12-30 13:44:48,Upper East Side South,Lenox Hill East,2,1.0,$7.5,1.03,Uber Black,Cash
